序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
430,2026-01-29,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 6300股，成交价47.6，成交金额299,880.00元，现金-300,055.43元，交易后持股6300股",建仓成本175.43元,47.6,6300,299880.0,175.43,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-175.43,,6300,持有6300股,-300055.43,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+47.7%；60日强度+56.6%；120日强度+105.1%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
431,2026-01-30,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 6300股，成交价43.63，成交金额274,869.00元，现金+274,570.77元，本次亏损-25,484.66元，收益率-8.49%，清仓","亏损-25,484.66元 (-8.49%)",43.63,6300,274869.0,298.23,开盘未站上46.470；跳空止损成交,-25484.66,-8.4933,0,清仓,274570.77,,,,,
432,2026-02-04,中原传媒,sz.000719,买入,"买入中原传媒(sz.000719) 22300股，成交价13.44，成交金额299,712.00元，现金-299,887.33元，交易后持股22300股",建仓成本175.33元,13.44,22300,299712.0,175.33,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-175.33,,22300,持有22300股,-299887.33,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
433,2026-02-06,中原传媒,sz.000719,卖出,"卖出中原传媒(sz.000719) 22300股，成交价13.1，成交金额292,130.00元，现金+291,813.04元，本次亏损-8,074.29元，收益率-2.69%，清仓","亏损-8,074.29元 (-2.69%)",13.1,22300,292130.0,316.96,收盘条件止损；14:55收盘代理价成交,-8074.29,-2.6924,0,清仓,291813.04,,,,,
434,2026-02-10,杰普特,sh.688025,买入,"买入杰普特(sh.688025) 800股，成交价220.53，成交金额176,424.00元，现金-176,527.21元，交易后持股800股",建仓成本103.21元,220.53,800,176424.0,103.21,33三日下行试错首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-103.21,,800,持有800股,-176527.21,基本面硬条件通过且多周期强度居前；20日强度+55.1%；60日强度+52.2%；120日强度+81.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
435,2026-02-13,杰普特,sh.688025,卖出,"卖出杰普特(sh.688025) 800股，成交价205.56，成交金额164,448.00元，现金+164,269.57元，本次亏损-12,257.63元，收益率-6.94%，清仓","亏损-12,257.63元 (-6.94%)",205.56,800,164448.0,178.43,收盘条件止损；14:55收盘代理价成交,-12257.63,-6.9438,0,清仓,164269.57,,,,,
436,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股900股",建仓成本14.08元,20.18,900,18162.0,14.08,L1；价值线网格第1份；开盘已触发成交,-14.08,,900,持有900股,-18176.08,,,,,
437,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股1800股",建仓成本14.08元,20.18,900,18162.0,14.08,L2；价值线网格第2份；开盘已触发成交,-14.08,,1800,持有1800股,-18176.08,,,,,
438,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股2700股",建仓成本14.08元,20.18,900,18162.0,14.08,L3；价值线网格第3份；开盘已触发成交,-14.08,,2700,持有2700股,-18176.08,,,,,
439,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股3600股",建仓成本14.08元,20.18,900,18162.0,14.08,L4；价值线网格第4份；开盘已触发成交,-14.08,,3600,持有3600股,-18176.08,,,,,
440,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股4500股",建仓成本14.08元,20.18,900,18162.0,14.08,L5；价值线网格第5份；开盘已触发成交,-14.08,,4500,持有4500股,-18176.08,,,,,
441,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股5400股",建仓成本14.08元,20.18,900,18162.0,14.08,L6；价值线网格第6份；开盘已触发成交,-14.08,,5400,持有5400股,-18176.08,,,,,
442,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.18，成交金额18,162.00元，现金-18,176.08元，交易后持股6300股",建仓成本14.08元,20.18,900,18162.0,14.08,L7；价值线网格第7份；开盘已触发成交,-14.08,,6300,持有6300股,-18176.08,,,,,
443,2026-02-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 900股，成交价20.136，成交金额18,122.57元，现金-18,136.63元，交易后持股7200股",建仓成本14.06元,20.136,900,18122.57,14.06,L8；价值线网格第8份；盘中触及结构位成交,-14.06,,7200,持有7200股,-18136.63,,,,,
444,2026-02-25,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价21.196，成交金额19,076.38元，现金+19,052.31元，本次盈利+915.68元，收益率+5.05%，剩余6300股",盈利915.68元 (+5.05%),21.196,900,19076.38,24.08,L8；上一格卖出；盘中触及结构位成交,915.68,5.0488,6300,持有6300股,19052.31,,,,,
445,2026-02-25,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 800股，成交价23.272，成交金额18,617.58元，现金-18,631.89元，交易后持股800股",建仓成本14.31元,23.272,800,18617.58,14.31,L1；价值线网格第1份；盘中触及结构位成交,-14.31,,800,持有800股,-18631.89,,,,,
446,2026-02-25,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 800股，成交价23.272，成交金额18,617.58元，现金-18,631.89元，交易后持股1600股",建仓成本14.31元,23.272,800,18617.58,14.31,L2；价值线网格第2份；盘中触及结构位成交,-14.31,,1600,持有1600股,-18631.89,,,,,
447,2026-02-25,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 800股，成交价23.272，成交金额18,617.58元，现金-18,631.89元，交易后持股2400股",建仓成本14.31元,23.272,800,18617.58,14.31,L3；价值线网格第3份；盘中触及结构位成交,-14.31,,2400,持有2400股,-18631.89,,,,,
448,2026-02-25,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 800股，成交价23.272，成交金额18,617.58元，现金-18,631.89元，交易后持股3200股",建仓成本14.31元,23.272,800,18617.58,14.31,L4；价值线网格第4份；盘中触及结构位成交,-14.31,,3200,持有3200股,-18631.89,,,,,
449,2026-02-25,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 800股，成交价23.272，成交金额18,617.58元，现金-18,631.89元，交易后持股4000股",建仓成本14.31元,23.272,800,18617.58,14.31,L5；价值线网格第5份；盘中触及结构位成交,-14.31,,4000,持有4000股,-18631.89,,,,,
450,2026-02-27,广合科技,sz.001389,买入,"买入广合科技(sz.001389) 2500股，成交价119.09，成交金额297,725.00元，现金-297,899.17元，交易后持股2500股",建仓成本174.17元,119.09,2500,297725.0,174.17,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-174.17,,2500,持有2500股,-297899.17,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；基本面硬条件通过且多周期强度居前；20日强度+23.4%；60日强度+80.6%；120日强度+70.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
451,2026-03-02,广合科技,sz.001389,卖出,"卖出广合科技(sz.001389) 2500股，成交价116.35，成交金额290,875.00元，现金+290,559.40元，本次亏损-7,339.77元，收益率-2.46%，清仓","亏损-7,339.77元 (-2.46%)",116.35,2500,290875.0,315.6,开盘未站上117.020；跳空止损成交,-7339.77,-2.4638,0,清仓,290559.4,,,,,
452,2026-03-02,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 800股，成交价25.94，成交金额20,752.00元，现金+20,726.25元，本次盈利+2,094.36元，收益率+11.24%，剩余3200股","盈利2,094.36元 (+11.24%)",25.94,800,20752.0,25.75,L4；上一格卖出；开盘已触发成交,2094.36,11.2407,3200,持有3200股,20726.25,,,,,
453,2026-03-02,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 800股，成交价25.94，成交金额20,752.00元，现金+20,726.25元，本次盈利+2,094.36元，收益率+11.24%，剩余2400股","盈利2,094.36元 (+11.24%)",25.94,800,20752.0,25.75,L5；上一格卖出；开盘已触发成交,2094.36,11.2407,2400,持有2400股,20726.25,,,,,
454,2026-03-02,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 6800股，成交价43.54，成交金额296,072.00元，现金-296,245.20元，交易后持股6800股",建仓成本173.20元,43.54,6800,296072.0,173.2,33未三日下行首仓；回调波段50%收盘放量向上突破；跳空向上加分；close_confirmed,-173.2,,6800,持有6800股,-296245.2,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；基本面硬条件通过且多周期强度居前；20日强度+6.9%；60日强度+30.2%；120日强度+57.8%；距120日高点-16.8%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.5,19.81 / 51.07,2025-04-07 → 2026-01-29
455,2026-03-03,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 6800股，成交价42.32，成交金额287,776.00元，现金+287,463.76元，本次亏损-8,781.44元，收益率-2.96%，清仓","亏损-8,781.44元 (-2.96%)",42.32,6800,287776.0,312.24,开盘未站上42.890；跳空止损成交,-8781.44,-2.9642,0,清仓,287463.76,,,,,
456,2026-03-03,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 3900股，成交价75.11，成交金额292,929.00元，现金-293,100.36元，交易后持股3900股",建仓成本171.36元,75.11,3900,292929.0,171.36,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-171.36,,3900,持有3900股,-293100.36,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.38倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+25.7%；60日强度+128.8%；120日强度+166.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.38倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.38倍；多周期均量扣低走高,,,
457,2026-03-04,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 3900股，成交价69.66，成交金额271,674.00元，现金+271,379.23元，本次亏损-21,721.13元，收益率-7.41%，清仓","亏损-21,721.13元 (-7.41%)",69.66,3900,271674.0,294.77,开盘未站上74.430；跳空止损成交,-21721.13,-7.4108,0,清仓,271379.23,,,,,
458,2026-03-04,厦门钨业,sh.600549,买入,"买入厦门钨业(sh.600549) 3800股，成交价78.27，成交金额297,426.00元，现金-297,599.99元，交易后持股3800股",建仓成本173.99元,78.27,3800,297426.0,173.99,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-173.99,,3800,持有3800股,-297599.99,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.42倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+15.4%；60日强度+132.2%；120日强度+165.6%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.42倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.42倍；多周期均量扣低走高,,,
459,2026-03-05,厦门钨业,sh.600549,卖出,"卖出厦门钨业(sh.600549) 3800股，成交价74.5，成交金额283,100.00元，现金+282,792.84元，本次亏损-14,807.16元，收益率-4.98%，清仓","亏损-14,807.16元 (-4.98%)",74.5,3800,283100.0,307.16,收盘条件止损；14:55收盘代理价成交,-14807.16,-4.9755,0,清仓,282792.84,,,,,
460,2026-03-05,思源电气,sz.002028,买入,"买入思源电气(sz.002028) 1300股，成交价229.73，成交金额298,649.00元，现金-298,823.71元，交易后持股1300股",建仓成本174.71元,229.73,1300,298649.0,174.71,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-174.71,,1300,持有1300股,-298823.71,基本面硬条件通过且多周期强度居前；20日强度+18.8%；60日强度+56.7%；120日强度+164.0%；距120日高点-1.1%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
461,2026-03-10,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价34.29，成交金额17,145.00元，现金-17,158.57元，交易后持股500股",建仓成本13.57元,34.29,500,17145.0,13.57,L1；价值线网格第1份；开盘已触发成交,-13.57,,500,持有500股,-17158.57,,,,,
462,2026-03-10,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价34.29，成交金额17,145.00元，现金-17,158.57元，交易后持股1000股",建仓成本13.57元,34.29,500,17145.0,13.57,L2；价值线网格第2份；开盘已触发成交,-13.57,,1000,持有1000股,-17158.57,,,,,
463,2026-03-10,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价34.29，成交金额17,145.00元，现金-17,158.57元，交易后持股1500股",建仓成本13.57元,34.29,500,17145.0,13.57,L3；价值线网格第3份；开盘已触发成交,-13.57,,1500,持有1500股,-17158.57,,,,,
464,2026-03-10,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价34.29，成交金额17,145.00元，现金-17,158.57元，交易后持股2000股",建仓成本13.57元,34.29,500,17145.0,13.57,L4；价值线网格第4份；开盘已触发成交,-13.57,,2000,持有2000股,-17158.57,,,,,
465,2026-03-10,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价34.29，成交金额17,145.00元，现金-17,158.57元，交易后持股2500股",建仓成本13.57元,34.29,500,17145.0,13.57,L5；价值线网格第5份；开盘已触发成交,-13.57,,2500,持有2500股,-17158.57,,,,,
466,2026-03-10,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价34.29，成交金额17,145.00元，现金-17,158.57元，交易后持股3000股",建仓成本13.57元,34.29,500,17145.0,13.57,L6；价值线网格第6份；开盘已触发成交,-13.57,,3000,持有3000股,-17158.57,,,,,
467,2026-03-11,新 和 成,sz.002001,卖出,"卖出新 和 成(sz.002001) 500股，成交价36.578，成交金额18,289.14元，现金+18,265.85元，本次盈利+1,107.28元，收益率+6.45%，剩余2500股","盈利1,107.28元 (+6.45%)",36.578,500,18289.14,23.29,L6；上一格卖出；盘中触及结构位成交,1107.28,6.4532,2500,持有2500股,18265.85,,,,,
468,2026-03-11,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价22.312，成交金额20,080.40元，现金+20,055.32元，本次盈利+1,879.24元，收益率+10.34%，剩余5400股","盈利1,879.24元 (+10.34%)",22.312,900,20080.4,25.08,L7；上一格卖出；盘中触及结构位成交,1879.24,10.3391,5400,持有5400股,20055.32,,,,,
469,2026-03-11,思源电气,sz.002028,卖出,"卖出思源电气(sz.002028) 1300股，成交价220.03，成交金额286,039.00元，现金+285,728.65元，本次亏损-13,095.06元，收益率-4.38%，清仓","亏损-13,095.06元 (-4.38%)",220.03,1300,286039.0,310.35,收盘条件止损；14:55收盘代理价成交,-13095.06,-4.3822,0,清仓,285728.65,,,,,
470,2026-03-12,新 和 成,sz.002001,卖出,"卖出新 和 成(sz.002001) 500股，成交价38.407，成交金额19,203.60元，现金+19,179.39元，本次盈利+2,020.82元，收益率+11.78%，剩余2000股","盈利2,020.82元 (+11.78%)",38.407,500,19203.6,24.2,L4；上一格卖出；盘中触及结构位成交,2020.82,11.7773,2000,持有2000股,19179.39,,,,,
471,2026-03-12,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 9000股，成交价33.26，成交金额299,340.00元，现金-299,515.11元，交易后持股11400股",建仓成本175.11元,33.26,9000,299340.0,175.11,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-175.11,,11400,持有11400股,-299515.11,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+41.7%；60日强度+70.2%；120日强度+87.9%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
472,2026-03-13,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价24.66，成交金额22,194.13元，现金+22,166.94元，本次盈利+3,990.86元，收益率+21.96%，剩余4500股","盈利3,990.86元 (+21.96%)",24.66,900,22194.13,27.19,L4；上一格卖出；盘中触及结构位成交,3990.86,21.9566,4500,持有4500股,22166.94,,,,,
473,2026-03-13,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价23.486，成交金额21,137.27元，现金+21,111.13元，本次盈利+2,935.05元，收益率+16.15%，剩余3600股","盈利2,935.05元 (+16.15%)",23.486,900,21137.27,26.14,L6；上一格卖出；盘中触及结构位成交,2935.05,16.1479,3600,持有3600股,21111.13,,,,,
474,2026-03-16,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 300股，成交价61.25，成交金额18,375.00元，现金+18,351.62元，本次盈利+35.41元，收益率+0.19%，剩余600股",盈利35.41元 (+0.19%),61.25,300,18375.0,23.38,L1；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,35.41,0.1933,600,持有600股,18351.62,,,,,
475,2026-03-16,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 300股，成交价61.25，成交金额18,375.00元，现金+18,351.62元，本次盈利+35.41元，收益率+0.19%，剩余300股",盈利35.41元 (+0.19%),61.25,300,18375.0,23.38,L2；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,35.41,0.1933,300,持有300股,18351.62,,,,,
476,2026-03-16,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 300股，成交价61.25，成交金额18,375.00元，现金+18,351.62元，本次盈利+35.41元，收益率+0.19%，清仓",盈利35.41元 (+0.19%),61.25,300,18375.0,23.38,L3；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,35.41,0.1933,0,清仓,18351.62,,,,,
477,2026-03-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价24.73，成交金额22,257.00元，现金+22,229.74元，本次盈利+4,053.66元，收益率+22.30%，剩余2700股","盈利4,053.66元 (+22.30%)",24.73,900,22257.0,27.26,L1；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,4053.66,22.3022,2700,持有2700股,22229.74,,,,,
478,2026-03-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价24.73，成交金额22,257.00元，现金+22,229.74元，本次盈利+4,053.66元，收益率+22.30%，剩余1800股","盈利4,053.66元 (+22.30%)",24.73,900,22257.0,27.26,L2；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,4053.66,22.3022,1800,持有1800股,22229.74,,,,,
479,2026-03-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价24.73，成交金额22,257.00元，现金+22,229.74元，本次盈利+4,053.66元，收益率+22.30%，剩余900股","盈利4,053.66元 (+22.30%)",24.73,900,22257.0,27.26,L3；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,4053.66,22.3022,900,持有900股,22229.74,,,,,
480,2026-03-16,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 900股，成交价24.73，成交金额22,257.00元，现金+22,229.74元，本次盈利+4,053.66元，收益率+22.30%，清仓","盈利4,053.66元 (+22.30%)",24.73,900,22257.0,27.26,L5；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,4053.66,22.3022,0,清仓,22229.74,,,,,
481,2026-03-16,新 和 成,sz.002001,卖出,"卖出新 和 成(sz.002001) 500股，成交价37.87，成交金额18,935.00元，现金+18,911.06元，本次盈利+1,752.49元，收益率+10.21%，剩余1500股","盈利1,752.49元 (+10.21%)",37.87,500,18935.0,23.93,L1；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,1752.49,10.2135,1500,持有1500股,18911.06,,,,,
482,2026-03-16,新 和 成,sz.002001,卖出,"卖出新 和 成(sz.002001) 500股，成交价37.87，成交金额18,935.00元，现金+18,911.06元，本次盈利+1,752.49元，收益率+10.21%，剩余1000股","盈利1,752.49元 (+10.21%)",37.87,500,18935.0,23.93,L2；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,1752.49,10.2135,1000,持有1000股,18911.06,,,,,
483,2026-03-16,新 和 成,sz.002001,卖出,"卖出新 和 成(sz.002001) 500股，成交价37.87，成交金额18,935.00元，现金+18,911.06元，本次盈利+1,752.49元，收益率+10.21%，剩余500股","盈利1,752.49元 (+10.21%)",37.87,500,18935.0,23.93,L3；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,1752.49,10.2135,500,持有500股,18911.06,,,,,
484,2026-03-16,新 和 成,sz.002001,卖出,"卖出新 和 成(sz.002001) 500股，成交价37.87，成交金额18,935.00元，现金+18,911.06元，本次盈利+1,752.49元，收益率+10.21%，清仓","盈利1,752.49元 (+10.21%)",37.87,500,18935.0,23.93,L5；右侧行情左侧标的限额；保留=sh.600989；次日开盘退出,1752.49,10.2135,0,清仓,18911.06,,,,,
485,2026-03-23,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 9000股，成交价31.66，成交金额284,940.00元，现金+284,630.84元，本次亏损-14,884.27元，收益率-4.97%，剩余2400股","亏损-14,884.27元 (-4.97%)",31.66,9000,284940.0,309.16,entry time condition；14:55收盘代理价成交,-14884.27,-4.9695,2400,持有2400股,284630.84,,,,,
486,2026-03-25,甘肃能源,sz.000791,买入,"买入甘肃能源(sz.000791) 33200股，成交价9.01，成交金额299,132.00元，现金-299,306.99元，交易后持股33200股",建仓成本174.99元,9.01,33200,299132.0,174.99,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-174.99,,33200,持有33200股,-299306.99,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+23.5%；60日强度+28.2%；120日强度+27.6%；距120日高点-5.4%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,,,
487,2026-03-27,甘肃能源,sz.000791,卖出,"卖出甘肃能源(sz.000791) 33200股，成交价8.39，成交金额278,548.00元，现金+278,245.78元，本次亏损-21,061.22元，收益率-7.04%，清仓","亏损-21,061.22元 (-7.04%)",8.39,33200,278548.0,302.22,收盘条件止损；14:55收盘代理价成交,-21061.22,-7.0367,0,清仓,278245.78,,,,,
488,2026-03-31,四川黄金,sz.001337,买入,"买入四川黄金(sz.001337) 4000股，成交价49.74，成交金额198,960.00元，现金-199,076.39元，交易后持股4000股",建仓成本116.39元,49.74,4000,198960.0,116.39,33三日下行试错首仓；上涨波段50%有效跌破后收盘放量收复；跳空向上加分；close_confirmed,-116.39,,4000,持有4000股,-199076.39,主流标准基本面模型入选；基本面入选，等待价格/量能买点,基本面入选，等待价格/量能买点,0.5,26.14 / 72.94,2025-11-18 → 2026-01-29
489,2026-04-01,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价33.75，成交金额16,875.00元，现金-16,888.44元，交易后持股500股",建仓成本13.44元,33.75,500,16875.0,13.44,L1；价值线网格第1份；开盘已触发成交,-13.44,,500,持有500股,-16888.44,,,,,
490,2026-04-01,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价33.75，成交金额16,875.00元，现金-16,888.44元，交易后持股1000股",建仓成本13.44元,33.75,500,16875.0,13.44,L2；价值线网格第2份；开盘已触发成交,-13.44,,1000,持有1000股,-16888.44,,,,,
491,2026-04-01,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价33.75，成交金额16,875.00元，现金-16,888.44元，交易后持股1500股",建仓成本13.44元,33.75,500,16875.0,13.44,L3；价值线网格第3份；开盘已触发成交,-13.44,,1500,持有1500股,-16888.44,,,,,
492,2026-04-01,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价33.75，成交金额16,875.00元，现金-16,888.44元，交易后持股2000股",建仓成本13.44元,33.75,500,16875.0,13.44,L4；价值线网格第4份；开盘已触发成交,-13.44,,2000,持有2000股,-16888.44,,,,,
493,2026-04-01,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价33.75，成交金额16,875.00元，现金-16,888.44元，交易后持股2500股",建仓成本13.44元,33.75,500,16875.0,13.44,L5；价值线网格第5份；开盘已触发成交,-13.44,,2500,持有2500股,-16888.44,,,,,
494,2026-04-01,新 和 成,sz.002001,买入,"买入新 和 成(sz.002001) 500股，成交价33.75，成交金额16,875.00元，现金-16,888.44元，交易后持股3000股",建仓成本13.44元,33.75,500,16875.0,13.44,L6；价值线网格第6份；开盘已触发成交,-13.44,,3000,持有3000股,-16888.44,,,,,
495,2026-04-01,爱玛科技,sh.603529,买入,"买入爱玛科技(sh.603529) 600股，成交价31.42，成交金额18,852.00元，现金-18,866.43元，交易后持股600股",建仓成本14.43元,31.42,600,18852.0,14.43,L1；价值线网格第1份；开盘已触发成交,-14.43,,600,持有600股,-18866.43,,,,,
496,2026-04-01,爱玛科技,sh.603529,买入,"买入爱玛科技(sh.603529) 600股，成交价31.42，成交金额18,852.00元，现金-18,866.43元，交易后持股1200股",建仓成本14.43元,31.42,600,18852.0,14.43,L2；价值线网格第2份；开盘已触发成交,-14.43,,1200,持有1200股,-18866.43,,,,,
497,2026-04-01,爱玛科技,sh.603529,买入,"买入爱玛科技(sh.603529) 600股，成交价31.42，成交金额18,852.00元，现金-18,866.43元，交易后持股1800股",建仓成本14.43元,31.42,600,18852.0,14.43,L3；价值线网格第3份；开盘已触发成交,-14.43,,1800,持有1800股,-18866.43,,,,,
498,2026-04-01,爱玛科技,sh.603529,买入,"买入爱玛科技(sh.603529) 600股，成交价31.42，成交金额18,852.00元，现金-18,866.43元，交易后持股2400股",建仓成本14.43元,31.42,600,18852.0,14.43,L4；价值线网格第4份；开盘已触发成交,-14.43,,2400,持有2400股,-18866.43,,,,,
499,2026-04-01,爱玛科技,sh.603529,买入,"买入爱玛科技(sh.603529) 600股，成交价31.42，成交金额18,852.00元，现金-18,866.43元，交易后持股3000股",建仓成本14.43元,31.42,600,18852.0,14.43,L5；价值线网格第5份；开盘已触发成交,-14.43,,3000,持有3000股,-18866.43,,,,,
